-2.00000	0.00184
-1.93636	0.00192
-1.87273	0.00201
-1.80909	0.00211
-1.74545	0.00221
-1.68182	0.00232
-1.61818	0.00243
-1.55455	0.00256
-1.49091	0.00270
-1.42727	0.00285
-1.36364	0.00301
-1.30000	0.00318
-1.23636	0.00337
-1.17273	0.00358
-1.10909	0.00380
-1.04545	0.00405
-0.98182	0.00433
-0.91818	0.00463
-0.85455	0.00496
-0.79091	0.00534
-0.72727	0.00575
-0.66364	0.00622
-0.60000	0.00674
-0.53636	0.00733
-0.47273	0.00801
-0.40909	0.00878
-0.34545	0.00966
-0.28182	0.01068
-0.21818	0.01187
-0.15455	0.01327
-0.09091	0.01493
-0.02727	0.01690
0.03636	0.01928
0.10000	0.02219
0.16364	0.02578
0.22727	0.03026
0.29091	0.03596
0.35455	0.04330
0.41818	0.05290
0.48182	0.06567
0.54545	0.08282
0.60909	0.10595
0.67273	0.13655
0.73636	0.17460
0.80000	0.21500
0.86364	0.24424
0.92727	0.24647
0.99091	0.22028
1.05455	0.18045
1.11818	0.14157
1.18182	0.10983
1.24545	0.08572
1.30909	0.06782
1.37273	0.05451
1.43636	0.04451
1.50000	0.03689
1.56364	0.03099
1.62727	0.02636
1.69091	0.02266
1.75455	0.01966
1.81818	0.01721
1.88182	0.01519
1.94545	0.01349
2.00909	0.01206
2.07273	0.01084
2.13636	0.00980
2.20000	0.00889
2.26364	0.00811
2.32727	0.00742
2.39091	0.00682
2.45455	0.00629
2.51818	0.00581
2.58182	0.00539
2.64545	0.00501
2.70909	0.00467
2.77273	0.00437
2.83636	0.00409
2.90000	0.00384
2.96364	0.00361
3.02727	0.00340
3.09091	0.00321
3.15455	0.00303
3.21818	0.00287
3.28182	0.00272
3.34545	0.00258
3.40909	0.00245
3.47273	0.00233
3.53636	0.00222
3.60000	0.00212
3.66364	0.00202
3.72727	0.00193
3.79091	0.00185
3.85455	0.00177
3.91818	0.00170
3.98182	0.00163
4.04545	0.00157
4.10909	0.00150
4.17273	0.00145
4.23636	0.00139
4.30000	0.00134
